TransactionID,AccountID,MerchantID,CategoryID,PaymentMethodID,TransactionDate,Amount,TransactionType,Status,IsFraud
63,1119,18,2,5,2025-03-05 17:47:47,7202.93,Debit,Success,0
64,829,56,6,2,2025-02-02 10:42:43,5074.93,Debit,Failed,0
65,56,12,1,1,2025-02-07 18:36:42,25888.61,Debit,Success,0
66,670,149,12,3,2025-01-23 10:13:29,7636.17,Debit,Success,0
67,1105,124,5,1,2024-09-15 02:30:01,29997.31,Debit,Success,0
68,507,105,4,2,2025-10-29 01:48:01,4276.53,Debit,Success,0
69,1433,113,4,3,2024-04-27 18:13:29,3951.04,Debit,Success,0
70,1186,64,7,1,2024-04-27 05:19:06,23257.74,Debit,Success,0
71,1285,31,3,2,2024-07-22 02:37:44,440.42,Debit,Success,0
72,712,99,12,5,2024-05-03 18:50:02,4340.94,Debit,Success,0
73,742,91,12,4,2025-03-06 15:06:27,7102.36,Debit,Success,0
74,1103,51,5,4,2024-10-03 19:51:58,14374.31,Debit,Success,0
75,924,123,11,2,2024-09-08 02:17:56,15134.29,Debit,Success,0
76,435,15,1,3,2025-05-21 10:11:31,32014.38,Debit,Success,0
77,392,64,7,1,2024-10-09 17:00:33,6413.22,Debit,Success,0
78,918,130,6,1,2025-05-02 20:45:31,739.71,Debit,Success,0
79,1088,73,8,3,2025-08-18 11:30:35,3576.38,Debit,Success,0
80,248,122,9,2,2024-10-04 09:16:14,92576.03,Credit,Success,0
81,992,138,3,3,2025-12-07 05:12:13,2215.07,Debit,Success,0
82,740,67,7,2,2024-04-12 06:18:14,7905.56,Debit,Success,0
83,259,9,1,4,2024-02-25 17:18:44,4552.21,Credit,Success,0
84,979,86,11,1,2024-12-14 05:03:16,16531.26,Debit,Success,0
85,1153,59,6,3,2024-02-24 04:09:51,694.05,Debit,Success,0
86,1071,76,8,4,2025-09-02 19:14:49,3768.96,Debit,Success,0
87,1249,65,7,1,2024-11-08 18:39:03,23715.96,Debit,Success,0
88,154,45,4,2,2024-06-09 07:11:35,512.04,Debit,Success,0
89,1440,119,10,4,2024-08-25 09:45:18,7582.39,Debit,Success,0
90,406,96,11,4,2025-08-26 21:51:59,2738.14,Debit,Success,0
91,630,49,5,5,2024-05-25 02:03:10,22669.57,Debit,Success,0
92,558,93,12,5,2025-12-06 09:44:25,5445.82,Debit,Success,0
93,188,14,1,2,2024-11-26 19:16:01,38495.49,Debit,Success,0
94,359,71,8,4,2025-11-19 08:36:02,4296.02,Debit,Success,0
95,187,48,5,4,2025-03-22 20:52:31,10960.46,Debit,Success,0
96,591,49,5,4,2024-12-03 13:44:31,24556.13,Debit,Success,0
97,1054,43,4,1,2024-11-27 03:49:25,3459.47,Debit,Success,0
98,1281,91,12,4,2025-01-05 19:48:31,7623.91,Debit,Success,0
99,60,120,5,5,2025-03-24 22:31:07,24139.96,Debit,Success,0
100,233,140,9,4,2025-02-21 02:14:53,237823.97,Credit,Success,0
101,851,146,6,4,2024-10-25 16:45:17,5885.42,Debit,Success,0
102,280,138,3,1,2025-09-05 16:47:56,937.31,Debit,Success,0
103,580,32,3,3,2025-06-03 08:52:00,2536.81,Debit,Success,0
104,681,20,2,5,2025-04-02 17:30:22,6150.41,Debit,Success,0
105,479,8,1,4,2025-12-15 07:36:24,2224.07,Debit,Success,0
106,1336,150,4,2,2025-01-30 21:50:52,2728.98,Credit,Success,0
107,936,19,2,1,2024-04-12 14:06:33,5835.06,Debit,Success,0
108,1419,7,1,4,2025-04-25 08:21:39,26168.55,Debit,Success,0
109,1000,104,7,5,2025-01-24 10:40:45,1379.53,Debit,Success,0
110,202,115,1,1,2024-08-20 23:05:27,18025.3,Debit,Success,0
111,883,115,1,2,2024-02-27 09:22:23,10145.8,Debit,Success,0
112,784,46,4,5,2024-06-28 02:39:55,3574.11,Debit,Success,0
113,1366,113,4,1,2025-10-15 08:29:16,4545.09,Debit,Success,0
114,613,11,1,4,2024-03-16 14:22:37,27767.38,Debit,Success,0
115,1172,11,1,3,2025-05-09 03:15:24,23205.07,Debit,Success,0
116,1160,65,7,1,2025-11-05 12:17:00,22810.12,Debit,Success,0
117,449,66,7,2,2024-08-23 19:51:22,15711.83,Debit,Success,0
118,1286,31,3,1,2024-05-20 20:06:57,1030.46,Debit,Success,0
119,851,145,4,2,2024-04-02 09:20:47,1403.58,Debit,Success,0
120,527,109,5,4,2025-05-28 08:53:10,29047.62,Debit,Success,0
121,463,56,6,4,2025-04-24 02:09:48,5810.16,Debit,Success,0
122,932,65,7,3,2024-01-15 08:34:07,16984.3,Debit,Success,0
123,966,81,10,1,2025-01-15 03:43:14,62144.91,Debit,Success,0
124,951,83,10,3,2025-10-25 02:40:52,65099.32,Debit,Success,0
125,1101,7,1,2,2025-05-19 03:06:15,15851.51,Debit,Success,0
126,1489,35,3,2,2025-07-07 13:37:47,2673.43,Debit,Success,0
127,445,115,1,4,2024-10-13 01:44:23,18065.49,Debit,Success,0
128,735,27,2,1,2025-01-11 17:57:41,3305.49,Debit,Success,0
129,1315,11,1,5,2025-04-10 02:42:13,38858.19,Debit,Success,0
130,1136,139,8,2,2025-08-01 06:04:53,4815.15,Debit,Success,0
131,297,19,2,2,2025-09-02 00:17:54,4413.68,Debit,Success,0
132,488,117,11,5,2024-05-14 00:22:50,6813.54,Debit,Success,0
133,976,94,11,4,2025-06-22 03:47:04,15671.33,Debit,Success,0
134,1350,14,1,5,2025-09-21 01:46:50,12414.4,Debit,Success,0
135,1005,121,12,4,2025-02-15 13:43:06,827.56,Debit,Success,0
136,1124,106,12,3,2024-10-08 19:40:37,3870.95,Debit,Success,0
137,235,55,6,5,2025-03-16 03:50:44,4380.87,Debit,Success,0
138,1495,43,4,1,2024-12-13 14:25:26,1906.47,Debit,Success,0
139,175,24,2,1,2025-12-04 15:04:05,3568.64,Debit,Success,0
140,676,24,2,1,2024-03-02 18:35:35,3404.31,Debit,Success,0
141,721,94,11,1,2024-02-22 09:38:19,11769.41,Debit,Success,0
142,753,16,2,1,2024-04-20 11:54:35,6148.32,Debit,Success,0
143,1141,86,11,1,2025-09-28 19:43:41,12375.4,Debit,Success,0
144,696,75,8,3,2024-10-06 22:48:19,347.01,Debit,Success,0
145,188,79,10,5,2024-05-25 23:40:01,21905.72,Debit,Success,0
146,108,19,2,2,2024-11-28 18:38:05,1427.8,Debit,Success,0
147,906,57,6,4,2025-11-08 13:31:38,1784.37,Debit,Success,0
148,997,128,2,5,2024-10-17 21:43:37,5403.63,Credit,Success,0
149,282,58,6,3,2024-01-08 06:19:13,1878.79,Debit,Success,0
150,472,78,10,5,2024-05-12 12:34:45,56092.99,Debit,Success,0
151,160,129,11,3,2024-02-13 13:01:29,11727.3,Debit,Success,0
152,352,125,8,5,2024-04-27 12:01:20,3842.75,Debit,Success,0
153,821,119,10,5,2024-04-18 07:27:37,8325.39,Debit,Success,0
154,234,146,6,5,2024-06-21 02:32:40,3157.72,Debit,Success,0
155,300,24,2,3,2025-10-22 04:15:06,1738.72,Debit,Success,0
156,1155,5,1,5,2024-06-30 20:31:29,18231.76,Debit,Success,0
157,648,94,11,2,2025-10-01 10:55:40,9075.37,Debit,Success,0
158,152,133,2,3,2025-08-28 01:22:32,3801.59,Credit,Success,0
159,1039,4,1,4,2025-10-22 02:39:38,18777.11,Debit,Success,0
160,659,129,11,5,2025-04-05 18:41:12,9774.77,Debit,Success,0
161,1324,33,3,2,2024-12-17 22:05:32,261.56,Debit,Pending,0
162,580,110,12,4,2025-09-16 05:23:23,4146.82,Debit,Success,0
163,194,2,1,5,2025-10-24 10:04:21,27295.98,Debit,Success,0
164,1194,27,2,2,2025-09-09 04:21:05,7350.62,Debit,Success,0
165,635,92,12,5,2024-05-12 19:45:05,3829.13,Debit,Success,0
166,1374,142,5,4,2025-12-02 16:05:41,15647.86,Credit,Success,0
167,282,32,3,2,2024-12-15 15:12:14,369.92,Debit,Success,0
168,1266,132,6,2,2025-06-23 01:42:21,3664.03,Debit,Success,0
169,90,105,4,4,2025-10-01 05:46:28,2139.35,Debit,Failed,0
170,634,137,2,4,2025-04-04 07:34:15,7251.0,Debit,Success,0
171,783,66,7,5,2025-03-27 14:49:18,13422.76,Debit,Success,0
172,985,39,3,3,2024-05-21 08:03:41,1730.44,Debit,Success,0
173,559,131,9,4,2024-10-18 02:48:10,228220.43,Credit,Success,0
174,55,98,11,4,2024-08-15 14:56:22,1538.51,Debit,Success,0
175,203,97,11,3,2025-01-18 07:01:20,15931.92,Debit,Success,0
176,961,114,8,4,2025-12-13 04:48:45,5038.18,Debit,Success,0
177,1081,3,1,4,2024-06-02 17:46:38,4891.88,Debit,Success,0
178,937,81,10,1,2025-03-05 20:50:39,11530.36,Debit,Success,0
179,295,11,1,3,2025-06-11 18:15:45,17454.94,Debit,Success,0
180,739,1,1,1,2025-11-11 21:05:33,38159.45,Debit,Success,0
181,90,87,11,4,2024-01-21 12:55:30,19630.27,Debit,Success,0
182,1287,19,2,1,2024-12-19 07:46:42,6217.71,Debit,Success,0
183,359,125,8,4,2025-07-13 10:52:41,7852.31,Debit,Success,0
184,90,123,11,2,2025-04-13 01:18:12,17772.91,Debit,Success,0
185,1325,29,3,2,2025-07-10 15:16:02,965.42,Debit,Success,0
186,895,93,12,4,2024-10-06 03:51:23,7458.75,Debit,Success,0
187,1064,69,8,3,2025-05-23 22:31:23,6468.84,Debit,Success,0
188,211,120,5,1,2024-07-03 17:18:20,10375.26,Debit,Success,0
189,916,97,11,1,2024-06-19 22:28:22,14672.88,Debit,Success,0
190,1306,73,8,4,2025-10-16 01:04:42,3097.5,Debit,Success,0
191,898,116,3,1,2024-05-26 19:43:50,509.76,Debit,Success,0
192,1391,35,3,4,2025-08-03 01:38:09,2854.15,Debit,Success,0
193,1331,126,12,3,2025-06-26 11:25:20,2571.16,Debit,Success,0
194,534,8,1,4,2025-01-31 17:07:16,8975.53,Debit,Success,0
195,152,58,6,4,2024-07-23 03:08:54,1201.41,Debit,Pending,0
196,133,1,1,5,2024-11-23 21:22:45,21915.77,Debit,Success,0
197,741,115,1,5,2025-12-18 20:11:50,9357.54,Debit,Success,0
198,1173,87,11,3,2025-05-20 00:23:35,9614.41,Debit,Success,0
199,1473,66,7,4,2024-03-08 09:25:45,13379.54,Debit,Success,0
200,955,32,3,5,2024-11-20 20:04:28,1131.87,Debit,Success,0
201,114,140,9,1,2024-07-05 04:27:32,139163.49,Credit,Success,0
202,582,62,6,1,2025-12-27 07:22:33,1653.51,Debit,Success,0
203,1030,86,11,2,2024-11-06 19:34:05,12040.26,Debit,Success,0
204,1155,141,9,1,2025-09-11 10:53:59,209804.34,Credit,Success,0
205,432,72,8,5,2025-10-18 18:16:41,3507.72,Debit,Success,0
206,502,123,11,4,2024-10-23 20:19:30,6299.96,Debit,Success,0
207,1243,106,12,2,2025-05-10 14:13:21,3194.57,Debit,Success,0
208,1055,145,4,5,2025-02-12 04:48:23,977.83,Debit,Success,0
209,787,22,2,5,2024-05-24 03:03:18,3461.45,Debit,Success,0
210,327,3,1,4,2025-08-14 23:20:12,39840.79,Debit,Success,0
211,494,146,6,2,2024-04-02 12:32:29,3583.4,Credit,Success,0
212,1100,19,2,1,2025-10-31 21:30:18,6807.94,Debit,Success,0
213,105,135,4,5,2025-02-16 11:02:25,3028.18,Debit,Success,0
214,1277,100,8,5,2025-04-06 17:17:52,1214.84,Debit,Success,0
215,296,147,9,2,2024-12-13 17:23:48,158566.48,Credit,Success,0
216,971,134,5,5,2024-02-09 04:45:21,14144.07,Debit,Success,0
217,1263,137,2,3,2025-09-19 10:10:25,4831.05,Debit,Success,0
218,35,80,10,3,2025-07-30 09:30:52,33458.34,Debit,Success,0
219,972,10,1,3,2025-12-05 20:01:38,38699.29,Debit,Success,0
220,1074,98,11,5,2024-02-22 18:30:10,15604.82,Debit,Success,0
221,39,126,12,4,2025-08-09 22:07:12,3205.56,Debit,Success,0
222,1490,83,10,1,2025-09-18 15:55:54,70724.64,Debit,Success,0
223,355,149,12,4,2025-05-04 16:24:20,9130.03,Debit,Success,0
224,542,54,5,5,2025-11-28 20:51:44,14938.06,Debit,Success,0
225,1414,125,8,4,2024-10-31 09:45:13,2741.21,Debit,Success,0
226,1386,79,10,5,2024-10-07 09:07:36,38279.57,Debit,Success,0
227,1463,137,2,1,2024-05-29 09:02:18,2901.64,Debit,Success,0
228,1152,7,1,3,2024-07-25 17:17:59,5922.28,Debit,Success,0
229,477,33,3,1,2025-11-16 16:14:40,435.56,Debit,Success,0
230,324,20,2,4,2024-05-20 00:35:59,5292.56,Debit,Success,0
231,122,94,11,1,2024-10-21 10:18:41,13219.83,Debit,Success,0
232,361,103,1,1,2024-02-08 05:26:56,39888.29,Debit,Success,0
233,1164,122,9,5,2024-10-23 01:00:19,44679.16,Credit,Failed,0
234,275,69,8,5,2025-10-18 17:33:31,3903.76,Debit,Success,0
235,382,54,5,1,2025-04-14 20:16:45,22309.24,Debit,Success,0
236,831,4,1,4,2024-06-28 19:54:40,20853.59,Debit,Success,0
237,509,77,9,1,2024-05-23 15:20:59,79980.61,Credit,Success,0
238,1174,93,12,1,2024-12-03 09:37:46,2689.38,Debit,Success,0
239,1406,64,7,5,2025-04-21 09:10:25,23116.1,Debit,Success,0
240,453,129,11,2,2025-10-16 09:23:39,19168.53,Debit,Success,0
241,965,78,10,5,2025-01-17 13:44:35,80298.5,Debit,Success,0
242,1082,110,12,3,2025-09-02 02:33:28,873.22,Debit,Success,0
243,307,74,8,2,2025-06-01 06:36:34,2826.51,Debit,Success,0
244,1046,123,11,4,2025-08-20 15:05:57,16269.5,Debit,Success,0
245,632,86,11,1,2024-02-29 17:29:43,8221.0,Debit,Success,0
246,131,142,5,5,2024-02-16 13:22:44,29828.41,Debit,Success,0
247,278,44,4,4,2024-02-02 09:26:11,2185.07,Debit,Success,0
248,1356,141,9,5,2025-01-21 12:05:43,50587.66,Credit,Success,0
249,1491,69,8,2,2025-07-04 12:33:08,6728.13,Debit,Failed,0
250,471,127,3,2,2025-07-11 13:34:24,1462.78,Debit,Success,0
251,859,25,2,5,2024-04-25 01:51:42,6175.22,Debit,Success,0
252,1225,17,2,1,2024-04-13 19:02:28,2108.93,Credit,Success,0
253,480,118,2,5,2024-02-27 04:32:18,2687.45,Debit,Success,0
254,453,7,1,4,2024-11-05 04:42:33,12369.79,Debit,Success,0
255,1139,105,4,4,2024-06-28 20:43:27,710.98,Debit,Success,0
256,837,149,12,2,2025-06-21 10:44:26,3068.9,Debit,Success,0
257,296,96,11,4,2024-08-18 09:54:45,18337.45,Debit,Failed,0
258,417,62,6,3,2024-05-17 12:15:16,3950.89,Debit,Success,0
259,1380,132,6,5,2024-07-14 01:17:24,3696.95,Debit,Success,0
260,428,126,12,3,2025-11-18 17:13:30,3101.56,Debit,Success,0
261,497,76,8,5,2024-04-30 23:48:30,5719.02,Debit,Success,0
262,1329,117,11,3,2024-10-16 12:29:34,6514.23,Debit,Success,0
263,760,118,2,3,2025-04-25 10:58:13,3428.66,Debit,Success,0
264,1187,137,2,4,2024-09-24 17:59:37,2502.5,Debit,Success,0
265,1403,146,6,3,2024-09-08 15:35:41,1692.5,Debit,Failed,0
266,722,148,4,2,2025-05-17 14:10:46,1129.81,Debit,Success,0
267,153,78,10,1,2025-10-19 01:33:02,76551.71,Debit,Success,0
268,1036,109,5,4,2025-12-25 04:00:13,11697.46,Debit,Success,0
269,14,45,4,5,2025-05-09 21:31:01,2982.4,Credit,Success,0
270,1430,43,4,4,2024-10-20 00:32:52,4127.75,Debit,Success,0
271,1079,29,3,3,2024-06-01 07:12:39,2473.36,Debit,Success,0
272,1428,132,6,2,2025-02-19 14:36:15,1939.85,Debit,Success,0
273,777,86,11,4,2025-10-27 01:05:25,11277.68,Debit,Success,0
274,679,4,1,5,2025-05-26 13:41:50,39104.5,Debit,Success,0
275,1418,60,6,5,2024-08-23 06:57:55,2957.9,Credit,Success,0
276,368,139,8,3,2025-07-10 18:42:02,420.57,Debit,Success,0
277,1155,72,8,2,2025-02-11 02:19:10,4663.56,Debit,Success,0
278,1412,5,1,1,2025-01-28 23:08:50,20281.32,Debit,Success,0
279,1258,15,1,5,2024-03-18 10:38:49,16169.77,Debit,Success,0
280,1133,82,10,4,2025-04-06 15:14:22,43468.87,Debit,Success,0
281,1461,134,5,1,2025-09-25 09:51:15,3195.51,Debit,Success,0
282,188,135,4,1,2025-02-02 10:23:06,4743.32,Debit,Success,0
283,1141,48,5,5,2024-03-30 05:27:28,15763.27,Debit,Success,0
284,789,141,9,1,2025-09-03 19:50:20,87124.89,Credit,Success,0
285,348,147,9,4,2025-07-26 07:36:33,58985.4,Credit,Success,0
286,566,121,12,4,2024-05-29 02:10:27,3067.55,Debit,Success,0
287,401,87,11,4,2025-10-02 15:38:39,2585.96,Debit,Success,0
288,675,56,6,4,2025-09-27 12:51:55,2141.47,Debit,Success,0
289,1424,48,5,2,2024-05-19 09:20:38,14787.08,Debit,Success,0
290,497,51,5,3,2025-12-12 20:31:36,11780.81,Debit,Success,0
291,369,86,11,5,2025-07-31 06:37:34,1024.86,Debit,Success,0
292,838,66,7,4,2024-10-25 22:04:52,3909.89,Debit,Success,0
293,1225,83,10,4,2025-03-09 12:04:28,58433.28,Debit,Success,0
294,737,4,1,5,2025-03-04 17:02:50,23955.89,Debit,Success,0
295,1255,148,4,1,2025-11-11 11:10:41,3034.49,Debit,Success,0
296,202,56,6,3,2024-12-05 13:06:00,1487.61,Debit,Success,0
297,949,13,1,5,2024-08-14 14:23:25,27772.27,Debit,Pending,0
298,238,8,1,2,2024-10-29 13:58:05,14258.98,Debit,Success,0
299,1479,146,6,4,2024-12-22 15:06:28,2049.67,Debit,Success,0
300,337,21,2,2,2024-12-17 20:06:43,4224.75,Debit,Success,0
301,1290,34,3,2,2025-04-18 07:51:25,681.2,Debit,Success,0
302,797,142,5,1,2024-07-21 14:37:27,21378.28,Debit,Success,0
303,1100,29,3,2,2024-03-05 18:06:51,1192.51,Debit,Success,0
304,1223,130,6,4,2025-05-16 16:40:20,3745.59,Debit,Success,0
305,1446,73,8,3,2025-09-24 05:52:43,7373.86,Debit,Success,0
306,765,84,11,2,2024-09-01 09:07:11,10461.08,Debit,Success,0
307,1421,20,2,2,2024-07-09 15:40:34,4528.32,Debit,Success,0
308,736,23,2,1,2025-04-06 19:03:55,3979.95,Debit,Success,0
309,1008,71,8,4,2025-10-30 15:26:43,5768.1,Debit,Success,0
310,461,144,9,5,2024-08-13 09:02:17,86394.17,Credit,Success,0
311,1173,45,4,1,2025-05-22 17:32:07,1705.5,Debit,Pending,0
312,448,114,8,4,2024-02-12 23:28:34,1088.61,Debit,Success,0
313,179,74,8,4,2024-02-03 14:16:22,6962.74,Debit,Success,0
314,1456,37,3,5,2025-08-25 22:22:55,1953.4,Debit,Success,0
315,1091,24,2,3,2024-07-30 01:36:22,4855.49,Debit,Failed,0
316,1392,136,2,1,2025-08-09 08:54:32,1257.59,Debit,Success,0
317,272,126,12,2,2024-10-10 20:08:44,1547.81,Debit,Success,0
318,1296,40,3,3,2025-02-06 15:09:36,1939.27,Debit,Success,0
319,570,97,11,3,2024-04-05 12:32:47,9366.57,Debit,Success,0
320,1361,40,3,3,2024-04-05 23:29:40,2572.8,Debit,Success,0
321,581,82,10,3,2024-08-04 15:17:20,54957.4,Debit,Success,0
322,1283,123,11,4,2025-11-29 01:02:06,817.49,Debit,Success,0
323,271,82,10,3,2025-03-14 06:44:58,16318.26,Debit,Success,0
324,1329,73,8,2,2024-09-13 02:23:42,698.76,Debit,Success,0
325,195,45,4,1,2025-03-15 20:05:45,1460.4,Debit,Success,0
326,704,134,5,1,2025-03-31 00:00:44,29654.12,Debit,Success,0
327,210,79,10,1,2025-01-27 02:46:51,31678.47,Debit,Success,0
328,141,24,2,5,2024-05-16 20:43:09,4593.67,Debit,Success,0
329,844,70,8,5,2024-08-06 20:47:09,5586.56,Debit,Success,0
330,720,136,2,4,2024-05-06 18:46:24,2653.13,Debit,Success,0
331,1245,92,12,3,2025-07-20 19:38:46,7811.8,Debit,Success,0
332,1044,33,3,2,2024-11-04 06:33:38,2281.35,Debit,Success,0
333,494,24,2,4,2024-09-02 15:24:07,5177.04,Debit,Success,0
334,1165,9,1,4,2025-01-04 10:08:24,14933.79,Debit,Success,0
335,29,77,9,3,2024-03-15 00:37:04,69620.88,Credit,Success,0
336,1460,133,2,5,2025-02-11 16:18:40,6183.46,Debit,Success,0
337,172,69,8,3,2025-07-04 19:09:17,908.47,Debit,Failed,0
338,1331,108,11,1,2024-11-30 12:37:40,6548.31,Debit,Success,0
339,238,52,5,4,2024-09-07 02:59:27,18679.07,Debit,Success,0
340,282,117,11,1,2024-06-28 03:00:45,3694.74,Debit,Success,0
341,551,147,9,1,2024-09-22 05:23:08,197428.97,Credit,Success,0
342,1459,11,1,5,2024-10-05 16:04:16,25287.55,Debit,Success,0
343,523,2,1,1,2025-08-03 05:23:10,35823.6,Debit,Success,0
344,26,62,6,2,2024-01-03 01:54:55,466.69,Debit,Success,0
345,1463,101,11,4,2024-02-06 17:51:58,4878.05,Debit,Success,0
346,1029,89,12,1,2024-03-20 18:23:07,1875.51,Debit,Failed,0
347,637,15,1,3,2024-03-11 14:55:18,3912.23,Debit,Success,0
348,951,41,4,3,2024-11-07 23:39:15,3162.61,Debit,Success,0
349,840,20,2,1,2025-07-13 07:09:00,2017.38,Debit,Success,0
350,771,115,1,3,2024-12-09 00:48:42,4605.99,Debit,Success,0
351,191,109,5,1,2024-03-02 04:45:17,27701.21,Debit,Success,0
352,1190,11,1,1,2025-01-16 14:47:05,20464.4,Debit,Success,0
353,485,28,3,3,2024-03-04 13:42:08,893.82,Debit,Success,0
354,479,47,5,1,2024-11-30 10:28:17,28351.8,Debit,Success,0
355,644,18,2,4,2024-04-18 05:28:29,1141.75,Debit,Success,0
356,186,123,11,2,2025-04-19 08:54:07,16248.14,Debit,Success,0
357,1457,1,1,2,2024-08-08 10:09:05,38751.8,Debit,Success,0
358,927,84,11,5,2024-06-27 00:25:54,15087.53,Debit,Success,0
359,456,32,3,2,2024-05-23 03:00:03,714.68,Debit,Success,0
360,154,22,2,1,2024-03-27 18:37:16,7977.86,Debit,Success,0
361,945,80,10,1,2024-04-04 10:07:02,17214.93,Debit,Success,0
362,354,102,6,3,2024-01-31 12:43:27,1445.35,Debit,Success,0
363,504,129,11,3,2024-02-05 19:39:39,10228.39,Debit,Success,0
364,1317,77,9,5,2025-01-27 04:26:12,77303.98,Credit,Pending,0
365,736,119,10,4,2024-01-20 12:50:45,54679.52,Debit,Success,0
366,654,17,2,5,2025-02-01 08:11:01,1908.36,Debit,Success,0
367,1197,84,11,2,2025-04-28 16:22:49,19492.61,Debit,Success,0
368,796,116,3,3,2024-02-27 07:36:54,2815.34,Debit,Success,0
369,1212,143,11,1,2024-11-21 23:44:22,14217.33,Debit,Success,0
370,360,59,6,4,2024-07-11 15:34:19,420.19,Debit,Success,0
371,1258,46,4,2,2025-05-04 00:21:58,4129.0,Debit,Success,0
